Uptake,Pro_plum,Prop2,Pump,Cost_diff,WTP
19.70666404,0.681451613,0.291666667,622.584,0.475,0.152
36.78511665,0.663203153,0.329989251,424.99,0.525,0.173
42.51402697,0.115670532,0.86440678,505.907,0.521,0.183
19.8247859,0.967391304,0.02173913,493.95,0.568,0.141
40.53548578,0.574357192,0.419388464,437.826,0.491,0.178
55.92085835,0.124835165,0.856703297,506.79,0.534,0.184
40.16143321,0.589215686,0.397058824,430.04,0.663,0.194
13.08199626,0.713235294,0.235294118,574.005,0.465,0.144
17.09813958,0.746753247,0.225649351,520.412,0.441,0.15
12.875283,0.625482625,0.312741313,625.343,0.598,0.167
16.58627818,0.892628205,0.084935897,628.794,0.551,0.142
30.36716212,0.392548596,0.590172786,580.477,0.442,0.147
17.82655773,0.443236715,0.513285024,596.212,0.473,0.153
57.65331233,0.009795571,0.979344123,549.398,0.403,0.18
65.00639827,0.003408072,0.979013453,545.575,0.486,0.191
29.34343931,0.399166232,0.583637311,477.97,0.6,0.195
25.26823506,0.673202614,0.311546841,595.389,0.51,0.147
78.541195,0.011337209,0.968895349,487.143,0.447,0.198
73.76710306,0.123649274,0.869404137,443.555,0.489,0.195
12.95403091,0.262295082,0.584699454,614.148,0.537,0.156
15.88739049,0.445238095,0.44047619,632.187,0.535,0.155
24.61856482,0.96875,0.021075581,440.925,0.684,0.159
56.42287627,0.081217209,0.905981112,440.92,0.475,0.182
18.77153263,0.871495327,0.089953271,527.705,0.531,0.148
28.23112511,0.944444444,0.039772727,482.554,0.617,0.162
14.66679791,0.90625,0.079861111,492.709,0.562,0.15
15.16881583,0.868852459,0.109289617,478.9,0.64,0.177
52.89890737,0.059776137,0.921171708,517.673,0.451,0.184
73.72772911,0.003477161,0.971866603,546.33,0.44,0.187
19.23417659,0.873226112,0.081362346,581.78,0.625,0.151
42.08091348,0.31838565,0.668481742,616.434,0.631,0.197
79.07274338,0.008915732,0.965775093,577.756,0.41,0.195
25.29776553,0.934883721,0.049833887,469.706,0.665,0.166
27.99488139,0.87804878,0.104878049,568.325,0.679,0.171
16.78314795,0.890769231,0.084615385,549.845,0.566,0.141
50.42819175,0.206790911,0.78121011,445.228,0.526,0.19
24.58903435,0.98478123,0.012682308,465.251,0.548,0.142
58.93296584,0.048780488,0.932730134,483.159,0.448,0.182
40.85047741,0.619933555,0.372093023,550.56,0.662,0.178
15.6216163,0.782051282,0.158974359,461.751,0.496,0.154
40.2598681,0.099930362,0.880571031,493.204,0.435,0.163
33.32020868,0.175502008,0.803614458,484.636,0.511,0.179
20.6024215,0.816686251,0.136310223,467.468,0.47,0.145
40.45673787,0.174623116,0.805904523,590.578,0.609,0.168
17.64937494,0.934545455,0.041818182,519.611,0.549,0.15
58.93296584,0.132858596,0.857171923,562.822,0.536,0.193
24.48075598,0.150033944,0.818058384,521.262,0.413,0.146
22.59080618,0.47398374,0.501626016,605.381,0.673,0.177
44.87646422,0.010566242,0.973719859,466.635,0.401,0.167
39.67910227,0.514375987,0.474881517,499.759,0.645,0.193
40.92922532,0.106461332,0.882825578,618.062,0.561,0.178
11.83187322,0.823333333,0.13,469.924,0.636,0.157
23.71296387,0.35765838,0.607056937,572.908,0.554,0.163
43.34088001,0.327702703,0.65970516,454.007,0.503,0.176
62.07303868,0.007085586,0.979675555,611.019,0.411,0.167
43.44915838,0.113160363,0.876523914,593.815,0.505,0.183
28.41815139,0.888268156,0.100558659,425.564,0.564,0.17
68.26459297,0.048900169,0.941116751,454.872,0.466,0.198
78.14745546,0.008429007,0.9611975,563.968,0.444,0.196
30.4754405,0.956374212,0.034415899,429.844,0.666,0.152
13.27886603,0.715492958,0.21971831,602.678,0.567,0.156
18.59434984,0.789081886,0.182382134,424.613,0.639,0.179
19.16527217,0.974585635,0.016574586,490.407,0.59,0.147
48.51855498,0.140065147,0.847406665,426.796,0.475,0.192
40.65360764,0.058232932,0.928380187,524.92,0.417,0.179
9.715523181,0.893442623,0.049180328,631.499,0.662,0.146
15.83817305,0.582089552,0.34079602,557.258,0.462,0.149
33.4777045,0.058876004,0.921498662,462.907,0.419,0.151
72.959937,0.055324592,0.93700032,498.056,0.5,0.196
33.17255635,0.258442777,0.728893058,512.092,0.436,0.148
21.7147357,0.012718601,0.966613672,584.617,0.436,0.165
21.25209174,0.923502304,0.064516129,556.081,0.628,0.167
73.57023329,0.106306023,0.879540808,459.952,0.558,0.199
51.01880106,0.009380863,0.969981238,635.451,0.478,0.188
25.47494832,0.643137255,0.337908497,529.155,0.661,0.174
31.39088493,0.265850459,0.717533887,554.871,0.457,0.152
31.10542376,0.237226277,0.73983316,506.155,0.45,0.156
14.25337139,0.480519481,0.461966605,588.363,0.549,0.166
10.7294025,0.443609023,0.406015038,599.544,0.534,0.148
61.82695147,0.002058768,0.977727868,610.401,0.452,0.179
17.39344424,0.851851852,0.114638448,604.601,0.591,0.141
27.25661975,0.965123271,0.024654239,513.62,0.613,0.148
32.56226006,0.238614801,0.745256167,551.637,0.551,0.169
20.14962103,0.377514793,0.571597633,588.405,0.617,0.171
23.19125898,0.840538625,0.152374203,497.539,0.653,0.175
62.05335171,0.003009782,0.984010534,617.421,0.46,0.195
23.71296387,0.927406199,0.048939641,596.912,0.625,0.143
21.75410966,0.987460815,0.007314525,440.296,0.587,0.146
65.91199921,0.002276708,0.977057793,601.668,0.486,0.181
20.63195196,0.850635593,0.110169492,473.027,0.525,0.148
23.46687666,0.370824813,0.595773688,560.768,0.66,0.191
23.29953736,0.740410959,0.237671233,539.574,0.465,0.143
33.19224333,0.43301326,0.553269319,429.001,0.53,0.163
39.40348459,0.303401361,0.68537415,619.807,0.592,0.171
17.73796634,0.777594728,0.200988468,576.819,0.603,0.177
24.97293041,0.716614907,0.25310559,528.276,0.519,0.153
82.17344227,0.004551539,0.943373494,607.434,0.426,0.193
40.32877252,0.681292517,0.312244898,430.473,0.614,0.18
33.57613938,0.048162231,0.925644275,572.777,0.516,0.167
27.81769859,0.761751449,0.231809401,453.417,0.57,0.167
23.31922433,0.536776213,0.450704225,524.041,0.685,0.185
35.88935919,0.704225352,0.28809219,508.093,0.618,0.189
16.17285166,0.086387435,0.821989529,612.65,0.437,0.154
62.63411753,0.044523765,0.93875634,570.008,0.534,0.194
15.97598189,0.840871022,0.128978224,567.091,0.687,0.173
18.90934147,0.745541023,0.217598098,513.356,0.654,0.17
25.55369623,0.90887574,0.072189349,449.358,0.462,0.141
23.30938084,0.981050818,0.015503876,491.426,0.627,0.16
23.75233783,0.954367666,0.034550196,548.223,0.58,0.15
17.99389704,0.958687728,0.034021871,452.859,0.576,0.15
49.0993208,0.225931677,0.752329193,515.734,0.543,0.193
14.34196279,0.890784983,0.075085324,556.025,0.58,0.143
20.71069987,0.792384406,0.17225748,534.596,0.698,0.186
13.23949208,0.484662577,0.331288344,623.52,0.616,0.154
39.70863274,0.033333333,0.953198653,602.371,0.538,0.19
49.62102569,0.793986928,0.199477124,431.198,0.582,0.167
27.45348952,0.377871826,0.591293833,448.89,0.468,0.151
12.71778718,0.401639344,0.401639344,622.563,0.57,0.148
23.66374643,0.874804382,0.092331768,552.884,0.578,0.141
14.0761886,0.770186335,0.151138716,459.012,0.689,0.179
19.97243823,0.975927783,0.018054162,468.542,0.676,0.14
40.53548578,0.702544031,0.289954338,434.427,0.617,0.191
15.35584211,0.740634006,0.201729107,563.48,0.455,0.143
38.9703711,0.147823262,0.840155945,523.37,0.512,0.185
19.13574171,0.946795647,0.047158404,453.113,0.609,0.171
44.13820258,0.544753086,0.445061728,429.978,0.545,0.166
74.5939561,0.017995656,0.969283276,507.96,0.433,0.194
29.15641303,0.964610718,0.031344793,445.036,0.494,0.143
39.6594153,0.015549077,0.953676709,624.464,0.504,0.18
53.45014273,0.063249001,0.926764314,431.674,0.402,0.169
36.77527316,0.149758454,0.832125604,550.965,0.565,0.199
37.64150015,0.086275937,0.887149618,626.299,0.673,0.199
25.65213112,0.969162996,0.027061045,455.876,0.669,0.177
54.25730879,0.08583878,0.896732026,615.352,0.457,0.157
24.57919087,0.978680879,0.019320453,524.677,0.562,0.143
57.03317256,0.019109618,0.968920622,588.552,0.503,0.194
71.83777931,0.005380598,0.969140687,622.495,0.419,0.191
15.94645142,0.628691983,0.293248945,532.165,0.548,0.156
24.8941825,0.391333333,0.592666667,592.372,0.469,0.155
61.36430751,0.044298768,0.943186333,453.313,0.445,0.176
27.26646323,0.139701822,0.83158476,607.197,0.474,0.157
15.95629491,0.742574257,0.215841584,434.885,0.451,0.153
47.05187518,0.11175657,0.866390041,621.637,0.486,0.179
18.77153263,0.706533776,0.244739756,517.809,0.573,0.159
46.11674377,0.040762308,0.94891477,435.455,0.401,0.181
20.95678709,0.990817264,0.006427916,433.28,0.656,0.143
19.19480264,0.897260274,0.089041096,531.684,0.577,0.173
58.85421793,0.022125642,0.966811537,483.867,0.463,0.178
25.750566,0.100950988,0.862472568,466.041,0.475,0.167
33.65488729,0.191835117,0.787554499,480.941,0.474,0.162
34.29471405,0.017439387,0.964695874,571.334,0.549,0.188
25.77025298,0.961511048,0.031361368,471.302,0.604,0.148
33.24146077,0.110037799,0.876942461,469.936,0.407,0.16
24.461069,0.129749104,0.853046595,546.715,0.685,0.197
44.01023723,0.828545232,0.163508557,434.179,0.631,0.186
69.93798602,0.012232416,0.976822791,525.007,0.437,0.191
31.47947633,0.955577991,0.033821302,501.091,0.691,0.167
12.51107392,0.698051948,0.198051948,611.871,0.647,0.164
12.07796043,0.823529412,0.098039216,623.457,0.569,0.149
58.371887,0.297669492,0.694067797,431.521,0.526,0.196
39.74800669,0.467168263,0.519493844,522.008,0.617,0.198
21.30130918,0.542280838,0.435221102,449.825,0.63,0.179
67.44758342,0.006366225,0.962640308,431.964,0.408,0.195
